Study ID,Study Class,Treatment Focus (Study level),Total N Randomized,Outcome Assessment Type,PTSD Outcome Measure,PTSD Outcome Measure Detail,Adjusted Variables in Statistical Analysis,Intervention Groups,NCPTSD Treatment Names,Assessment Point Category,Follow Up Assessment in Weeks,Analysis Type,Effect Size 1 Detail,Effect Size 1 Type,Effect Size 1 Value,Effect Size 1 Type of Variance Measure,Effect Size 1 Variance Value or Lower Bound,Effect Size 1 Variance Upper Bound,Effect Size 1 p value,Effect Size 2 Detail,Effect Size 2 Type,Effect Size 2 Value,Effect Size 2 Type of Variance Measure,Effect Size 2 Variance Value or Lower Bound,Effect Size 2 Variance Upper Bound,Effect Size 2 p value,Score Difference 1 Detail,Score Difference 1 Value,Score Difference 1 Standard Deviation,Score Difference 1 95% CI Lower Bound,Score Difference 1 95% CI Upper Bound,Score Difference 2 Detail,Score Difference 2 Value,Score Difference 2 Standard Deviation,Score Difference 2 95% CI Lower Bound,Score Difference 2 95% CI Upper Bound,Diagnostic Change 1 Effect Size Detail,Diagnostic Change 1 Effect Size Type,Diagnostic Change 1 Effect Size Value,Diagnostic Change 1 Effect Size Type of Variance Measure,Diagnostic Change 1 Effect Size Variance Value or Lower Bound,Diagnostic Change 1 Effect Size Variance Upper Bound,Diagnostic Change 1 Effect Size p value,Clinically Meaningful Response 1 Effect Size Detail,Clinically Meaningful Response 1 Effect Size Type,Clinically Meaningful Response 1 Effect Size Value,Clinically Meaningful Response 1 Effect Size Type of Variance Measure,Clinically Meaningful Response 1 Effect Size Variance Value or Lower Bound,Clinically Meaningful Response 1 Effect Size Variance Upper Bound,Clinically Meaningful Response 1 Effect Size p value,Additional Data Reported,Military Status (Study level),Active Duty Military Percent (Study level),Veteran Percent (Study level),Community Percent (Study level),Female Percent (Study level),Female Percent Detail (Study level),Male Percent (Study level),Trauma Type (Study level),Trauma Detail (Study level),Risk of Bias Rating (Study level),Citation,PTSDPubs ID,Year Added to PTSD-Repository
vantwoutfrank2019_PCL_AvsB_0_NA,Other mixed,PTSD,20,Self report,PCL,PCL-5,,A vs B,Transcranial direct current stimulation (tDCS) + Virtual reality exposure (VRET) vs Virtual reality exposure (VRET) plus sham,End of Treatment,0,,Group x Time interaction,,,,,,p>0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,High,"van 't Wout-Frank M, Shea MT, Larson VC, et al. Combined transcranial direct current stimulation with virtual reality exposure for posttraumatic stress disorder: feasibility and pilot results. Brain Stimul. 2019 Jan - Feb;12(1):41-3. doi: 10.1016/j.brs.2018.09.011. PMID: 30266416.",,2020
vantwoutfrank2019_PCL_AvsB_4_NA,Other mixed,PTSD,20,Self report,PCL,PCL-5,,A vs B,Transcranial direct current stimulation (tDCS) + Virtual reality exposure (VRET) vs Virtual reality exposure (VRET) plus sham,Assessment at <3 Months,4,,Endpoint difference,Cohen's d,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,High,"van 't Wout-Frank M, Shea MT, Larson VC, et al. Combined transcranial direct current stimulation with virtual reality exposure for posttraumatic stress disorder: feasibility and pilot results. Brain Stimul. 2019 Jan - Feb;12(1):41-3. doi: 10.1016/j.brs.2018.09.011. PMID: 30266416.",,2020
vera2011_CAPS_AvsB_0_Comp,Psychotherapy,PTSD,14,Structured Clinical Interview,CAPS,CAPS (Spanish version),Baseline scores,A vs B,Prolonged Exposure (PE) vs Treatment as usual (TAU),End of Treatment,0,Completer,Linear Time x Group interaction,beta,-14.04,,,,p=0.07,Quadratic Time x Group interaction,beta,-19.99,,,,p=0.01,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0,,1,,,High,"Vera M, Reyes-Rabanillo ML, Juarbe D, et al. Prolonged exposure for the treatment of Spanish-speaking Puerto Ricans with posttraumatic stress disorder: a feasibility study. BMC Res. Notes. 2011 Oct 17;4:415. doi: 10.1186/1756-0500-4-415. PMID: 22005187.",38256,2019
villarreal2016_CAPS_AvsB_0_ITT,Pharmacotherapy,PTSD,80,Structured Clinical Interview,CAPS,CAPS (Spanish version),Baseline CAPS score,A vs B,Quetiapine vs Placebo,End of Treatment,0,ITT,,Cohen's d,0.49,,,,p=0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0.0625,,0.9375,,,High,"Villarreal G, Hamner MB, Cañive JM, et al. Efficacy of quetiapine monotherapy in posttraumatic stress disorder: a randomized, placebo-controlled trial. Am J Psychiatry. 2016 Dec;173(12):1205-12. doi: 10.1176/appi.ajp.2016.15070967. PMID: 27418378.",45102,2019
villarreal2016_DTS_AvsB_0_ITT,Pharmacotherapy,PTSD,80,Self report,DTS,DTS,,A vs B,Quetiapine vs Placebo,End of Treatment,0,ITT,,Cohen's d,0.3,,,,p=0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0.0625,,0.9375,,,High,"Villarreal G, Hamner MB, Cañive JM, et al. Efficacy of quetiapine monotherapy in posttraumatic stress disorder: a randomized, placebo-controlled trial. Am J Psychiatry. 2016 Dec;173(12):1205-12. doi: 10.1176/appi.ajp.2016.15070967. PMID: 27418378.",45102,2019
wagner2007_PCL_AvsB_0_ITT,Psychotherapy,PTSD,8,Self report,PCL,PCL-C,,A vs B,Behavioral activation (BA) vs Treatment as usual (TAU),End of Treatment,0,ITT,Unbiased,Hedges' g,1.27,,,,p<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.625,,0.375,Accidents,,High,"Wagner AW, Zatzick DF, Ghesquiere A, et al. Behavioral activation as an early intervention for posttraumatic stress disorder and depression among physically injured trauma survivors. Cogn Behav Pract. 2007 Nov;14(4):341-9. doi: 10.1016/j.cbpra.2006.05.002.",32469,2019
wagner2019_CAPS_AvsB_12_ITT,Psychotherapy,PTSD,80,Structured Clinical Interview,CAPS,CAPS,Total treatment received,A vs B,Behavioral activation (BA) vs Treatment as usual (TAU),Assessment at 3 to <6 Months,12,ITT,Group x Time interaction,,,,,,p=0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0.0625,,0.9375,Other (military-related),,High,"Wagner AW, Jakupcak M, Kowalski HM, et al. Behavioral activation as a treatment for posttraumatic stress disorder among returning veterans: a randomized trial. Psychiatr Serv. 2019 Oct 1;70(10):867-73. doi: 10.1176/appi.ps.201800572. PMID: 31337325.",52288,2020
wagner2019_PCL_AvsB_12_ITT,Psychotherapy,PTSD,80,Self report,PCL,PCL-M,,A vs B,Behavioral activation (BA) vs Treatment as usual (TAU),Assessment at 3 to <6 Months,12,ITT,Group x Time interaction,,,,,,p<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0.0625,,0.9375,Other (military-related),,High,"Wagner AW, Jakupcak M, Kowalski HM, et al. Behavioral activation as a treatment for posttraumatic stress disorder among returning veterans: a randomized trial. Psychiatr Serv. 2019 Oct 1;70(10):867-73. doi: 10.1176/appi.ps.201800572. PMID: 31337325.",52288,2020
wahbeh2016_PCL_AvsB_0_Comp,Complementary and integrative health (CIH),PTSD,114,Self report,PCL,PCL,baseline CAPS score and baseline BDI-II score,A vs B,Mindfulness vs Biofeedback,End of Treatment,0,Completer,Endpoint difference,,,,,,p=NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0.0588,,0.9412,Other (not specified),,High,"Wahbeh H, Goodrich E, Goy E, et al. Mechanistic pathways of mindfulness meditation in combat veterans with posttraumatic stress disorder. J Clin Psychol. 2016 Apr;72(4):365-83. doi: 10.1002/jclp.22255. PMID: 26797725.",48070,2019
wahbeh2016_PCL_AvsD_0_Comp,Complementary and integrative health (CIH),PTSD,114,Self report,PCL,PCL,baseline CAPS score and baseline BDI-II score,A vs D,Mindfulness vs Sitting quietly,End of Treatment,0,Completer,Endpoint difference,,,,,,p=NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0.0588,,0.9412,Other (not specified),,High,"Wahbeh H, Goodrich E, Goy E, et al. Mechanistic pathways of mindfulness meditation in combat veterans with posttraumatic stress disorder. J Clin Psychol. 2016 Apr;72(4):365-83. doi: 10.1002/jclp.22255. PMID: 26797725.",48070,2019
wahbeh2016_PCL_BvsC_0_Comp,Complementary and integrative health (CIH),PTSD,114,Self report,PCL,PCL,baseline CAPS score and baseline BDI-II score,B vs C,Biofeedback vs Mindfulness meditation + slow breathing,End of Treatment,0,Completer,Endpoint difference,Cohen's d,0.43,,,,p=0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0.0588,,0.9412,Other (not specified),,High,"Wahbeh H, Goodrich E, Goy E, et al. Mechanistic pathways of mindfulness meditation in combat veterans with posttraumatic stress disorder. J Clin Psychol. 2016 Apr;72(4):365-83. doi: 10.1002/jclp.22255. PMID: 26797725.",48070,2019
wahbeh2016_PCL_BvsD_0_Comp,Complementary and integrative health (CIH),PTSD,114,Self report,PCL,PCL,baseline CAPS score and baseline BDI-II score,B vs D,Biofeedback vs Sitting quietly,End of Treatment,0,Completer,Endpoint difference,,,,,,p=NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0.0588,,0.9412,Other (not specified),,High,"Wahbeh H, Goodrich E, Goy E, et al. Mechanistic pathways of mindfulness meditation in combat veterans with posttraumatic stress disorder. J Clin Psychol. 2016 Apr;72(4):365-83. doi: 10.1002/jclp.22255. PMID: 26797725.",48070,2019
wahbeh2016_PCL_Omnibus_0_Comp,Complementary and integrative health (CIH),PTSD,114,Self report,PCL,PCL,baseline CAPS score and baseline BDI-II score,Omnibus,Mindfulness vs Biofeedback vs Mindfulness meditation + slow breathing vs Sitting quietly,End of Treatment,0,Completer,Group x Time interaction,,,,,,p=0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0.0588,,0.9412,Other (not specified),,High,"Wahbeh H, Goodrich E, Goy E, et al. Mechanistic pathways of mindfulness meditation in combat veterans with posttraumatic stress disorder. J Clin Psychol. 2016 Apr;72(4):365-83. doi: 10.1002/jclp.22255. PMID: 26797725.",48070,2019
walters2020_CAPS_AvsB_0_ITT,Psychotherapy,PTSD,23,Structured Clinical Interview,CAPS,CAPS-IV,None,A vs B,Cognitive Behavioral Therapy for Insomnia (CBT-I) + Imagery Rehearsal Training (IRT) vs Supportive counseling,End of Treatment,0,ITT,,Cohen's d,0.31,,,,p=0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,0.1778,0.8222,0,0.1739,,0.8261,Combat-related,,High,"Walters EM, Jenkins MM, Nappi CM, et al. The impact of prolonged exposure on sleep and enhancing treatment outcomes with evidence-based sleep interventions: a pilot study. Psychol Trauma. 2020 Feb;12(2):175-85. doi: 10.1037/tra0000478. PMID: 31246050.",,2020
walters2020_PCL_AvsB_0_ITT,Psychotherapy,PTSD,23,Self report,PCL,PCL,,A vs B,Cognitive Behavioral Therapy for Insomnia (CBT-I) + Imagery Rehearsal Training (IRT) vs Supportive counseling,End of Treatment,0,ITT,,,,,,,p>0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,0.1778,0.8222,0,0.1739,,0.8261,Combat-related,,High,"Walters EM, Jenkins MM, Nappi CM, et al. The impact of prolonged exposure on sleep and enhancing treatment outcomes with evidence-based sleep interventions: a pilot study. Psychol Trauma. 2020 Feb;12(2):175-85. doi: 10.1037/tra0000478. PMID: 31246050.",,2020
watson1997_PTSD_Omnibus_0_Comp,Complementary and integrative health (CIH),PTSD,90,Structured Clinical Interview,PTSD Interview,PTSD Interview,,Omnibus,Relaxation vs Relaxation with deep breathing exercise vs Relaxation with deep breathing and biofeedback,End of Treatment,0,Completer,Group effect,,2.22,,,,p>0.05,Group x Time interaction,effect,0.19,,,,p>0.05,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,,,High,"Watson CG, Tuorila JR, Vickers KS, et al. The efficacies of three relaxation regimens in the treatment of PTSD in Vietnam War veterans. J Clin Psychol. 1997 Dec;53(8):917-23. doi: 10.1002/(SICI)1097-4679(199712)53:8<917::AID-JCLP17>3.0.CO;2-N. PMID: 9403395.",09969,2019
watts2012_CAPS_AvsB_0_NA,Nonpharmacologic biological,PTSD,20,Structured Clinical Interview,CAPS,CAPS,,A vs B,Transcranial magnetic stimualtion (TMS) vs Sham,End of Treatment,0,,,,,,,,p=0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,,1,,0.1,,0.9,Mixed,"combat-related, rape/sexual assault, community/school violence, other (multiple trauma)",Medium,"Watts BV, Landon B, Groft A, et al. A sham controlled study of repetitive transcranial magnetic stimulation for posttraumatic stress disorder. Brain Stimul. 2012 Jan;5(1):38-43. doi: 10.1016/j.brs.2011.02.002. PMID: 22264669.",38446,2019
watts2012_PCL_AvsB_0_NA,Nonpharmacologic biological,PTSD,20,Self report,PCL,PCL,,A vs B,Transcranial magnetic stimualtion (TMS) vs Sham,End of Treatment,0,,,,,,,,p=0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,,1,,0.1,,0.9,Mixed,"combat-related, rape/sexual assault, community/school violence, other (multiple trauma)",Medium,"Watts BV, Landon B, Groft A, et al. A sham controlled study of repetitive transcranial magnetic stimulation for posttraumatic stress disorder. Brain Stimul. 2012 Jan;5(1):38-43. doi: 10.1016/j.brs.2011.02.002. PMID: 22264669.",38446,2019
wells2012_IES_AvsB_0_ITT,Psychotherapy,PTSD,20,Self report,IES,IES,,A vs B,Metacognitive Therapy vs Waitlist,End of Treatment,0,ITT,,Cohen's d,2.2,,,,,Group x Time interaction,partial eta-squared,0.65,,,,p<0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.55,,0.45,Mixed,"rape/sexual assault, community/school violence, accidents",Medium,"Wells A, Colbear JS. Treating posttraumatic stress disorder with metacognitive therapy: a preliminary controlled trial. J Clin Psychol. 2012 Apr;68(4):373-81. doi: 10.1002/jclp.20871. PMID: 24469928.",38376,2019
wells2012_PDS_AvsB_0_ITT,Psychotherapy,PTSD,20,Self report,PDS,PDS,,A vs B,Metacognitive Therapy vs Waitlist,End of Treatment,0,ITT,,Cohen's d,1.4,,,,p=0.02,Group x Time interaction,partial eta-squared,0.31,,,,p=0.01,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.55,,0.45,Mixed,"rape/sexual assault, community/school violence, accidents",Medium,"Wells A, Colbear JS. Treating posttraumatic stress disorder with metacognitive therapy: a preliminary controlled trial. J Clin Psychol. 2012 Apr;68(4):373-81. doi: 10.1002/jclp.20871. PMID: 24469928.",38376,2019
wells2015_IES_AvsB_12_Comp,Psychotherapy,PTSD,32,Self report,IES,IES,,A vs B,Metacognitive Therapy vs Prolonged Exposure (PE),Assessment at 3 to <6 Months,12,Completer,,Partial eta-squared,0.44,,,,p=0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.375,,0.625,Mixed,"combat-related, rape/sexual assault, accidents, community/school violence, other (fire)",Medium,"Wells A, Walton D, Lovell K, et al. Metacognitive therapy versus prolonged exposure in adults with chronic post-traumatic stress disorder. Cognit Ther Res. 2015 February;39(1):70-80. doi: 10.1007/s10608-014-9636-6.",50330,2019
wells2015_PDS_AvsB_0_Comp,Psychotherapy,PTSD,32,Self report,PDS,PDS,Baseline scores,A vs B,Metacognitive Therapy vs Prolonged Exposure (PE),End of Treatment,0,Completer,,,,,,,p=0.05,,,,,,,,SE 4.09,-10.46,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.375,,0.625,Mixed,"combat-related, rape/sexual assault, accidents, community/school violence, other (fire)",Medium,"Wells A, Walton D, Lovell K, et al. Metacognitive therapy versus prolonged exposure in adults with chronic post-traumatic stress disorder. Cognit Ther Res. 2015 February;39(1):70-80. doi: 10.1007/s10608-014-9636-6.",50330,2019
wells2015_PDS_AvsB_12_Comp,Psychotherapy,PTSD,32,Self report,PDS,PDS,Baseline scores,A vs B,Metacognitive Therapy vs Prolonged Exposure (PE),Assessment at 3 to <6 Months,12,Completer,,partial eta-squared,0.01,,,,p=0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.375,,0.625,Mixed,"combat-related, rape/sexual assault, accidents, community/school violence, other (fire)",Medium,"Wells A, Walton D, Lovell K, et al. Metacognitive therapy versus prolonged exposure in adults with chronic post-traumatic stress disorder. Cognit Ther Res. 2015 February;39(1):70-80. doi: 10.1007/s10608-014-9636-6.",50330,2019
wells2015_PDS_AvsC_0_Comp,Psychotherapy,PTSD,32,Self report,PDS,PDS,Baseline scores,A vs C,Metacognitive Therapy vs Waitlist,End of Treatment,0,Completer,,,,,,,p<0.0005,,,,,,,,SE 3.95,-28.16,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.375,,0.625,Mixed,"combat-related, rape/sexual assault, accidents, community/school violence, other (fire)",Medium,"Wells A, Walton D, Lovell K, et al. Metacognitive therapy versus prolonged exposure in adults with chronic post-traumatic stress disorder. Cognit Ther Res. 2015 February;39(1):70-80. doi: 10.1007/s10608-014-9636-6.",50330,2019
wells2015_PDS_BvsC_0_Comp,Psychotherapy,PTSD,32,Self report,PDS,PDS,Baseline scores,B vs C,Prolonged Exposure (PE) vs Waitlist,End of Treatment,0,Completer,,,,,,,p=0.001,,,,,,,,SE 4.09,-17.71,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.375,,0.625,Mixed,"combat-related, rape/sexual assault, accidents, community/school violence, other (fire)",Medium,"Wells A, Walton D, Lovell K, et al. Metacognitive therapy versus prolonged exposure in adults with chronic post-traumatic stress disorder. Cognit Ther Res. 2015 February;39(1):70-80. doi: 10.1007/s10608-014-9636-6.",50330,2019
wells2015_PDS_Omnibus_0_Comp,Psychotherapy,PTSD,32,Self report,PDS,PDS,Baseline scores,Omnibus,Metacognitive Therapy vs Prolonged Exposure (PE) vs Waitlist,End of Treatment,0,Completer,,Partial eta-squared,0.67,,,,p<0.0005,Group x Time interaction,partial eta-squared,0.62,,,,p<0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.375,,0.625,Mixed,"combat-related, rape/sexual assault, accidents, community/school violence, other (fire)",Medium,"Wells A, Walton D, Lovell K, et al. Metacognitive therapy versus prolonged exposure in adults with chronic post-traumatic stress disorder. Cognit Ther Res. 2015 February;39(1):70-80. doi: 10.1007/s10608-014-9636-6.",50330,2019
whitworth2019b_PDS_AvsB_0_Comp,Complementary and integrative health (CIH),PTSD,22,Self report,PDS,PDS-5,Baseline scores,A vs B,Exercise vs Attention control,End of Treatment,0,Completer,,,,,,,p=0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,0,,1,0.818,,0.182,Mixed,"combat-related, rape/sexual assault, accidents, illness/medical procedure, community/school violence, natural or manmade disasters, other (unspecified type of child abuse, unspecified ""other"")",Medium,"Whitworth JW, Nosrat S, SantaBarbara NJ, et al. High intensity resistance training improves sleep quality and anxiety in individuals who screen positive for posttraumatic stress disorder: a randomized controlled feasibility trial. Ment Health Phys Act. 2019b;16:43-9. doi: 10.1016/j.mhpa.2019.04.001.",52118,2020
whitworth2019c_PDS_AvsB_0_Comp,Complementary and integrative health (CIH),PTSD,30,Self report,PDS,PDS-5,"Participation in non-trauma-focused treatments for other conditions, baseline scores",A vs B,Exercise vs Psychoeducation,End of Treatment,0,Completer,,Cohen's d,0.87,95% CI,0.03,1.7,p=0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,0,0,1,0.733,,0.267,Mixed,"rape/sexual assault, community/school violence, other (""sudden or unexpected loss of a child or spouse"")",Medium,"Whitworth JW, Nosrat S, SantaBarbara NJ, et al. Feasibility of Resistance Exercise for Posttraumatic Stress and Anxiety Symptoms: A Randomized Controlled Pilot Study. Journal of Traumatic Stress. 2019 Dec;32(6):977-84. doi: https://dx.doi.org/10.1002/jts.22464. PMID: 31743507.",1548217,2020
yeh2011_PDS_AvsB_0_Comp,Pharmacotherapy,PTSD,35,Self report,PDS,PDS,None,A vs B,Topiramate vs Placebo,End of Treatment,0,Completer,,,,,,,p=0.007,,,,,,,,,-10.06,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.6774,,0.3226,,,Medium,"Yeh MS, Mari JJ, Costa MC, et al. A double-blind randomized controlled trial to study the efficacy of topiramate in a civilian sample of PTSD. CNS Neurosci Ther. 2011 Oct;17(5):305-10. doi: 10.1111/j.1755-5949.2010.00188.x. PMID: 21554564.",35220,2019
yeh2011_PDS_AvsB_0_ITT,Pharmacotherapy,PTSD,35,Self report,PDS,PDS,None,A vs B,Topiramate vs Placebo,End of Treatment,0,ITT,,,,,,,p=0.49,,,,,,,,,-5.37,,,,,,,,,,,,,,,,,,,,,,p=0.37,,Community,,,1,0.6774,,0.3226,,,Medium,"Yeh MS, Mari JJ, Costa MC, et al. A double-blind randomized controlled trial to study the efficacy of topiramate in a civilian sample of PTSD. CNS Neurosci Ther. 2011 Oct;17(5):305-10. doi: 10.1111/j.1755-5949.2010.00188.x. PMID: 21554564.",35220,2019
yehuda2014_CAPS_AvsB_0_Comp,Psychotherapy,PTSD,52,Structured Clinical Interview,CAPS,CAPS,None,A vs B,Prolonged Exposure (PE) vs Minimal attention,End of Treatment,0,Completer,Treatment x Time interaction,,,,,,p=0.303 (NS),,,,,,,,,,,,,,,,,,,,,,,,p=NS,,,,,,,,,Veteran,0,1,0,0.1081,,0.8919,Combat-related,,High,"Yehuda R, Pratchett LC, Elmes MW, et al. Glucocorticoid-related predictors and correlates of post-traumatic stress disorder treatment response in combat veterans. Interface Focus. 2014 Oct 6;4(5):20140048. doi: 10.1098/rsfs.2014.0048. PMID: 25285201.",42868,2019
yehuda2015_CAPS_AvsB_0_ITT,Mixed: Psychotherapy & pharmacotherapy,PTSD,24,Structured Clinical Interview,CAPS,CAPS,"Lifetime PTSD severity, baseline PTSD severity",A vs B,Hydrocortisone prior to Prolonged Exposure (PE) vs Prolonged Exposure (PE) + placebo,End of Treatment,0,ITT,CAPS total score,Cohen's d,0.43,95% CI,0.05,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,,,,Mixed,"combat-related, accidents, other (interpersonal violence)",Low,"Yehuda R, Bierer LM, Pratchett LC, et al. Cortisol augmentation of a psychological treatment for warfighters with posttraumatic stress disorder: Randomized trial showing improved treatment retention and outcome. Psychoneuroendocrinology. 2015 Jan;51:589-97. doi: 10.1016/j.psyneuen.2014.08.004. PMID: 25212409.",42838,2019
yuen2015_CAPS_AvsB_0_Comp,Psychotherapy,PTSD,74,Structured Clinical Interview,CAPS,CAPS,,A vs B,Prolonged Exposure (PE) vs Prolonged Exposure (PE),End of Treatment,0,Completer,Endpoint difference,Hedge's g,0.12,90% CI,-0.36,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0.019,,0.981,Combat-related,,Medium,"Yuen EK, Gros DF, Price M, et al. Randomized controlled trial of home-based telehealth versus in-person prolonged exposure for combat-related PTSD in veterans: preliminary results. J Clin Psychol. 2015 Jun;71(6):500-12. doi: 10.1002/jclp.22168. PMID: 25809565.",44639,2019
yuen2015_CAPS_AvsB_0_ITT,Psychotherapy,PTSD,74,Structured Clinical Interview,CAPS,CAPS,,A vs B,Prolonged Exposure (PE) vs Prolonged Exposure (PE),End of Treatment,0,ITT,Endpoint difference,Hedge's g,0.13,90% CI,0.32,0.59,,,,,,,,,,,,,,,,,,,,,,,,,p=0.73,,,,,,,,,Veteran,0,1,0,0.019,,0.981,Combat-related,,Medium,"Yuen EK, Gros DF, Price M, et al. Randomized controlled trial of home-based telehealth versus in-person prolonged exposure for combat-related PTSD in veterans: preliminary results. J Clin Psychol. 2015 Jun;71(6):500-12. doi: 10.1002/jclp.22168. PMID: 25809565.",44639,2019
